,titles,images,ratings,prices
232,"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-612IN",https://m.media-amazon.com/images/I/613l2kLVCRL._AC_UY218_.jpg,4.2 out of 5 stars,"₹65,190"
233,"Lenovo Ideapad Slim 5 Ryzen 7 7730U 14"" (35.5Cm) Wuxga OLED AMD Laptop (16Gb/1Tb Ssd/Win 11/Office 2021/Backlit Kb/Fhd Camera/Alexa/3 Month Game Pass/1Yr ADP Free/Arctic Grey/1.46Kg), 82Xe007Ein",https://m.media-amazon.com/images/I/81PuoXg49EL._AC_UY218_.jpg,3.8 out of 5 stars,"₹70,490"
234,"HP Laptop 15, Intel Core Ultra 5 125H, Enhanced by AI, 15.6-inch (39.6 cm), FHD, 16GB DDR5, 512GB SSD, Intel Graphics, FPR, 1080p FHD Camera, Backlit KB (Win 11, Silver, 1.65 kg), fd1099TU",https://m.media-amazon.com/images/I/61FiktdklOL._AC_UY218_.jpg,3.0 out of 5 stars,"₹61,990"
235,"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU",https://m.media-amazon.com/images/I/51aeEX2HeKL._AC_UY218_.jpg,4.1 out of 5 stars,"₹41,990"
236,"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021",https://m.media-amazon.com/images/I/51yVm98oT5L._AC_UY218_.jpg,5.0 out of 5 stars,"₹37,990"
237,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/617rprfdhRL._AC_UY218_.jpg,3.8 out of 5 stars,"₹23,500"
238,"(Refurbished) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 1TB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",https://m.media-amazon.com/images/I/418cc1MvF1L._AC_UY218_.jpg,3.5 out of 5 stars,"₹44,990"
239,"MSI Modern 15, Intel 13th Gen. i5-1335U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B13M-289IN",https://m.media-amazon.com/images/I/71eLe8RYffL._AC_UY218_.jpg,4.1 out of 5 stars,"₹49,990"
240,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/61C0ewGxKJL._AC_UY218_.jpg,3.6 out of 5 stars,"₹34,990"
241,"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FKIN",https://m.media-amazon.com/images/I/71p-D5bOqJL._AC_UY218_.jpg,3.0 out of 5 stars,"₹39,990"
242,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/71czGb00k5L._AC_UY218_.jpg,3.8 out of 5 stars,"₹82,990"
243,"MSI Katana 17, Intel 13th Gen. i7-13620H, 44CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX2050, 4GB GDDR6/Black/2.6Kg), B13UCXK-256IN",https://m.media-amazon.com/images/I/71+bSm87KmL._AC_UY218_.jpg,3.6 out of 5 stars,"₹37,990"
244,"ZEBRONICS PRO Series Z NBC 5S, Intel Core 12th Gen i7 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Space Grey, 1.76 Kg",https://m.media-amazon.com/images/I/71JBoqOsMZL._AC_UY218_.jpg,3.7 out of 5 stars,"₹47,920"
245,"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX",https://m.media-amazon.com/images/I/71hC42cKbsL._AC_UY218_.jpg,3.3 out of 5 stars,"₹39,990"
246,"Acer Swift Go 14 Thin and Light Premium Laptop AMD Ryzen 5 7530U Hexa-Core Processor (8GB/ 512 GB SSD/Windows 11 Home/MS Office Home and Student) Pure Silver, SFG14-41, 35.56 cm (14.0"") Full HD",https://m.media-amazon.com/images/I/71cijCmpnUL._AC_UY218_.jpg,4.1 out of 5 stars,"₹40,990"
247,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (16 GB RAM/512 GB SSD/Win11 Home/Intel Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, White Backlit Keyboard, Steel Gray, 1.59KG",https://m.media-amazon.com/images/I/61C0ewGxKJL._AC_UY218_.jpg,3.8 out of 5 stars,"₹24,990"
248,"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display",https://m.media-amazon.com/images/I/61HjuZI+z2L._AC_UY218_.jpg,3.8 out of 5 stars,"₹39,480"
249,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,1 TB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5328TU",https://m.media-amazon.com/images/I/61x5iVYqa-L._AC_UY218_.jpg,3.7 out of 5 stars,"₹39,990"
250,"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK547WS",https://m.media-amazon.com/images/I/71VRrc7V-PL._AC_UY218_.jpg,4.2 out of 5 stars,"₹34,990"
251,"ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1404ZA-NK322WS",https://m.media-amazon.com/images/I/710KmtADW2L._AC_UY218_.jpg,3.9 out of 5 stars,"₹65,990"
252,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen, 4th Gen Intel Core i7 -4810MQ/16 GB/512 GB SSD/1000 GB, 1TB, Windows 7 Pro (Brown)",https://m.media-amazon.com/images/I/61BVsCGR9+L._AC_UY218_.jpg,No Rating,"₹84,990"
253,"(Renewed) Dell M6800 Precision Hybrid 17 Inches Screen, 4th Gen Intel Core i7 -4810MQ/32 GB/512 GB SSD/4000 GB, 4TB/Windows 7 Pro (Brown)",https://m.media-amazon.com/images/I/51d6GRfuBsL._AC_UY218_.jpg,No Rating,"₹61,990"
254,"Dell Inspiron 5430 13th Gen Laptop, Intel Core i5-1335U Processor/16GB/ 512GB SSD/14.0"" (35.56cm) FHD+/Backlit KB + FPR/Windows 11 + MSO'2/McAfee 15 Months/Thunderbolt 4.0 ​Port/Thin & Light-1.59kg",https://m.media-amazon.com/images/I/51XYWuuCjlL._AC_UY218_.jpg,4.0 out of 5 stars,"₹65,990"
255,"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/1TB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG",https://m.media-amazon.com/images/I/61TeuJCIVcL._AC_UY218_.jpg,4.0 out of 5 stars,"₹69,890"
256,"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Windows 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg",https://m.media-amazon.com/images/I/71M874WzCJL._AC_UY218_.jpg,3.7 out of 5 stars,"₹71,990"
257,"Dell Vostro 5630 13th Gen Laptop, Intel i5-1335U/16GB LPDDR5/512GB SSD/16.0"" (40.64cm) FHD+ with Comfort View Support,16:10 Aspect Ratio/Windows 11+MSO'2/McAfee 15 Month/Titan Grey/FHD Camera/1.90kgs",https://m.media-amazon.com/images/I/71zvDNWIWVL._AC_UY218_.jpg,4.3 out of 5 stars,"₹94,990"
258,"Dell New Inspiron 14 Plus Laptop with AI Enabled Intel Evo Powered Core Ultra 7 155H Processor, 16GB LPDDR5X, 1TB SSD, 14"" (35.56cm) 2.2K 300nits,Windows 11 + MSO'21, Backlit KB + FPR, Ice Blue,1.24kg",https://m.media-amazon.com/images/I/61zaGGfMolL._AC_UY218_.jpg,3.4 out of 5 stars,"₹16,449"
259,"(Refurbished) Dell Latitude 5490 Business 7th Gen Laptop PC (Intel Core i5-7300U, 8GB Ram, 256GB SSD, Camera, WiFi, Bluetooth) Win 10 Pro",https://m.media-amazon.com/images/I/41I9FOAHjML._AC_UY218_.jpg,3.5 out of 5 stars,"₹22,200"
260,(Refurbished) HP 840g3 Elitebook Ultra Light 1.5 KG(6th Gen Intel Core i5 - 6300U /8 GB/1 TB SSD/Windows 10 Pro/Silver /14 Inch Screen),https://m.media-amazon.com/images/I/61zUVkVjM8L._AC_UY218_.jpg,3.6 out of 5 stars,"₹52,990"
261,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB,MSO,Thin & Light, Dual Speakers (Win 11, Silver, 1.69 kg), fq5330TU",https://m.media-amazon.com/images/I/61awFlVJ04L._AC_UY218_.jpg,3.7 out of 5 stars,"₹79,690"
262,"Lenovo IdeaPad Slim 5 Intel Core i7 13700H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 month Game Pass/Cloud Grey/1.89Kg), 82XF003JIN",https://m.media-amazon.com/images/I/81hXLxwSTHL._AC_UY218_.jpg,4.2 out of 5 stars,"₹46,990"
263,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07RIH",https://m.media-amazon.com/images/I/719+CaSnPxL._AC_UY218_.jpg,No Rating,"₹38,990"
264,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS",https://m.media-amazon.com/images/I/71vs6O-H99L._AC_UY218_.jpg,4.0 out of 5 stars,"₹47,899"
265,"Lenovo ThinkPad E14 Intel Core i3 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.41 kg), 21JKS13L00",https://m.media-amazon.com/images/I/61STzZkAGSL._AC_UY218_.jpg,3.9 out of 5 stars,"₹69,990"
266,"MSI Thin 15, Intel 13th Gen. Core i7-13620H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1804IN",https://m.media-amazon.com/images/I/71Ie8YsWrFL._AC_UY218_.jpg,4.6 out of 5 stars,"₹53,990"
267,"ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 165Hz, Gaming Laptop (16GB/1TB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-NY039W",https://m.media-amazon.com/images/I/817bs-vUENL._AC_UY218_.jpg,3.6 out of 5 stars,"₹36,990"
268,"Acer Travelmate Business Laptop Intel Core i5-1135G7 processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home) TMP214-53 with 35.56 cm (14"") Full HD Display",https://m.media-amazon.com/images/I/61I6wuRxe2L._AC_UY218_.jpg,3.4 out of 5 stars,"₹1,59,990"
269,"ASUS ROG Strix G16 (2023) 90WHr Battery, Intel Core i9-13980HX 13th Gen, 16"" QHD+ 240Hz/3ms, 8GB RTX 4060, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/4-Zone RGB/Gray/2.50 Kg), G614JV-N4141WS",https://m.media-amazon.com/images/I/71xC5f0AWIL._AC_UY218_.jpg,4.0 out of 5 stars,"₹21,990"
270,"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)",https://m.media-amazon.com/images/I/51Py6MEOAaL._AC_UY218_.jpg,3.7 out of 5 stars,"₹29,900"
271,"Lenovo ThinkBook 15 G5 AMD Ryzen 3 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Mineral Grey/1 Year Onsite/1.7 kg), 21JF002JIN",https://m.media-amazon.com/images/I/71vm-E3y70L._AC_UY218_.jpg,3.9 out of 5 stars,"₹64,990"
272,"ASUS Vivobook S15 OLED (2022) 15.6"" (39.62 cms) FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Green/1.8 kg) K3502ZA-L503WS",https://m.media-amazon.com/images/I/71O0u8GnarL._AC_UY218_.jpg,4.0 out of 5 stars,"₹74,990"
273,"Lenovo Yoga Slim 6 13th Gen Intel Evo Core i5 13500H 14""(35.5cm) WUXGA OLED 400Nit Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Storm Grey/1.3Kg), 83E00006IN",https://m.media-amazon.com/images/I/61KV9dh-QvL._AC_UY218_.jpg,4.3 out of 5 stars,"₹69,490"
274,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/MSO/Backlit KB/FHD + IR Camera/3 Month Game Pass/1Yr ADP Free/Grey/1.46Kg), 82XD005RIN",https://m.media-amazon.com/images/I/61OCk5S5mIL._AC_UY218_.jpg,4.0 out of 5 stars,"₹80,490"
275,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN",https://m.media-amazon.com/images/I/61kp7fH5q0L._AC_UY218_.jpg,3.4 out of 5 stars,"₹57,700"
276,HP Victus Gaming Laptop Intel Core i5-12450H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 4GB Graphics/144Hz/Backlit KB/B&O/Alexa/Win 11) 15-fa0117TX,https://m.media-amazon.com/images/I/51zj4Qj+31L._AC_UY218_.jpg,3.3 out of 5 stars,"₹60,990"
277,"ASUS TUF Gaming A15, 15.6"" FHD 16:9 144Hz 250nits, AMD Ryzen 5 7535HS Processor, Gaming Laptop (16GB RAM/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Graphite Black/2.3 Kg),FA566NC-HN083WS",https://m.media-amazon.com/images/I/715ayC-oSnL._AC_UY218_.jpg,4.2 out of 5 stars,"₹89,990"
278,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i7-13620H (Windows 11 Home/16 GB DDR5/512 GB SSD/6 GB NVIDIA GeForce RTX 4050 Graphics/165 Hz/Wi-Fi 6) ANV15-51, 39.6 cm (15.6"") FHD IPS Display, 2.1 KG",https://m.media-amazon.com/images/I/61vbtxRkT3L._AC_UY218_.jpg,4.7 out of 5 stars,"₹48,990"
279,"HP Laptop 15s AMD Ryzen 7 5700U, 15.6-inch(39.6 cm) FHD, Anti-Glare Laptop (16 GB/512 GB/AMD Radeon Graphics/Dual Speakers/Backlit KB/Win 11/1.69kg/Natural Silver, 15s-eq2084AU",https://m.media-amazon.com/images/I/61NaV1J9R7L._AC_UY218_.jpg,4.5 out of 5 stars,"₹69,990"
280,"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 3050 Graphics 6 GB VRAM, 144Hz Display (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51",https://m.media-amazon.com/images/I/617LlEbpkTL._AC_UY218_.jpg,4.0 out of 5 stars,"₹55,018"
281,"Dell 15 Thin & Light Laptop, 13th Genaration Intel Core i5-1335U Processor/ 8GB/ 1TB SSD/ 15.6"" (39.62cm) FHD Display/Backlit Key Board/Silver/Win 11 + MSO'21/15 Month McAfee/ 1.66kg",https://m.media-amazon.com/images/I/615nF-vitTL._AC_UY218_.jpg,3.8 out of 5 stars,"₹1,03,490"
282,"Lenovo LOQ 2024 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB/1Yr ADP Free/MSO 21/3 Month Game Pass/Grey/2.4Kg), 83DV00LWIN",https://m.media-amazon.com/images/I/8107BhtbdyL._AC_UY218_.jpg,4.1 out of 5 stars,"₹1,26,355"
283,"MSI Crosshair 16 HX, Intel 14th Gen. Core i7 14650HX, 41CM QHD+ 240HzGaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, 8GB GDDR6/Cosmos Gray/2.5Kg), D14VFKG-452IN",https://m.media-amazon.com/images/I/71iWEMpnwCL._AC_UY218_.jpg,No Rating,"₹43,990"
284,"Lenovo ThinkBook 14 Intel 13th Gen Core i3 14"" (35.56cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/FPR/Arctic Grey/1Y Onsite + Premier Support/1.38Kg), 21KG00AFIN",https://m.media-amazon.com/images/I/51YENGFIHvL._AC_UY218_.jpg,4.4 out of 5 stars,"₹73,030"
285,"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X800",https://m.media-amazon.com/images/I/617Af4lsBNL._AC_UY218_.jpg,4.1 out of 5 stars,"₹56,990"
286,"HP Victus Windows 11 Home Gaming Laptop,12Th Gen Intel Core I5-12450H,4Gb Rtx 2050 Gpu,15.6-Inch (39.6 Cm), Fhd,IPS,8Gb Ddr4, 512Gb Ssd, Backlit Kb,Dual Speakers(Mso, Blue,2.37 Kg),Fa1132Tx/Fa1312Tx",https://m.media-amazon.com/images/I/71EYvizzCrL._AC_UY218_.jpg,3.7 out of 5 stars,"₹38,450"
287,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3 15.6 inch (39.6cm) FHD Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 82X70033IN",https://m.media-amazon.com/images/I/81Be1f26lVL._AC_UY218_.jpg,3.5 out of 5 stars,"₹56,990"
288,"ASUS Vivobook 16X, Intel Core i5-12500H, 16"" FHD+ 60Hz, Creator/Gaming Laptop (16GB RAM/512GB /RTX 2050/Win 11 Pro/Office 2021/Fingerprint /50WHr Battery/Cool Silver/1.80 kg),K3605ZF-MBN546WS",https://m.media-amazon.com/images/I/71oY3t-N6ZL._AC_UY218_.jpg,3.7 out of 5 stars,"₹15,500"
289,"(Refurbished) Lenovo ThinkPad A475, AMD A12Pro, 16GB RAM, 512GB SSD",https://m.media-amazon.com/images/I/71zSISMdzgL._AC_UY218_.jpg,2.9 out of 5 stars,"₹29,400"
290,"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg)",https://m.media-amazon.com/images/I/51Jzcgtg-9L._AC_UY218_.jpg,3.6 out of 5 stars,"₹2,94,990"
291,"Dell Alienware X16 R1 Gaming, Intel Core i9-13900HK/32GB/1TB SSD/NVIDIA RTX 4080 12GB GDDR6/16.0"" (40.64Cms) QHD 240Hz/Alienware Cherry MX/Win 11+MSO'21/15 Month McAfee/Lunar Silver/2.72Kgs",https://m.media-amazon.com/images/I/51PLKwik5fL._AC_UY218_.jpg,3.8 out of 5 stars,"₹90,700"
292,"HP Pavilion x360, 13th Gen Intel Core i7-1355U, 14-inch (35.6 cm), FHD, Touchscreen, 16GB DDR4, 512GB SSD, FPR, 5 MP Camera, Backlit KB, Audio by B&O, Pen (Win 11, MSO 2021, Gold, 1.51 kg), ek1020TU",https://m.media-amazon.com/images/I/71Zfo328qSL._AC_UY218_.jpg,4.2 out of 5 stars,"₹61,990"
293,"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, Intel Core i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Intel Iris Xᵉ Graphics/Windows 11/Office 2021/Quiet Blue/1.7 Kg), X1502ZA-EJ744WS",https://m.media-amazon.com/images/I/71E1fVEHqWL._AC_UY218_.jpg,3.7 out of 5 stars,"₹44,980"
294,"Lenovo V15 Gen 3 Laptop, 15.6"" FHD Anti-Glare Display, Intel Core i5 12th Gen (1235U), 16GB RAM, 512GB SSD, Webcam, HDMI, Wi-Fi, Windows 11, MS-Office, Black, 1.5kg 1 Year Brand Warranty",https://m.media-amazon.com/images/I/61xUKwG3oxL._AC_UY218_.jpg,No Rating,"₹59,190"
295,"Lenovo IdeaPad Slim 5 AMD Ryzen 5 7530U 14"" (35.5cm) WUXGA OLED Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Arctic Grey/1.46Kg), 82XE007DIN",https://m.media-amazon.com/images/I/81Y79GYu4bL._AC_UY218_.jpg,4.0 out of 5 stars,"₹74,990"
296,"Lenovo Yoga Slim 6 13th Gen Intel Evo Core i5 13500H 14""(35.5cm) WUXGA OLED 400Nit Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Storm Grey/1.3Kg), 83E00006IN",https://m.media-amazon.com/images/I/61KV9dh-QvL._AC_UY218_.jpg,4.3 out of 5 stars,"₹94,990"
297,"MSI Katana 15, Intel Core i7-13620H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-296IN",https://m.media-amazon.com/images/I/617m30IvETL._AC_UY218_.jpg,4.5 out of 5 stars,"₹49,990"
298,"ASUS TUF Gaming F15 - AI Powered Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, (8GB/1TB/4GB NVIDIA RTX 2050/Win 11/Backlit KB/Black/2.30 kg),FX506HF-HN026W",https://m.media-amazon.com/images/I/71-Fx3Vfq5L._AC_UY218_.jpg,3.6 out of 5 stars,"₹63,500"
299,"HP Laptop 14, Intel Core i5-1335U, 14-inch(35.6 cm),FHD,Anti-Glare,16GB DDR4,512GB SSD,Intel Iris X Graphics, Imagepad,Dual Speakers, Windows 11,MSO,Silver,1.4 kg, 14-gr0001TU",https://m.media-amazon.com/images/I/718Fsde-S+L._AC_UY218_.jpg,No Rating,"₹46,899"
300,"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00",https://m.media-amazon.com/images/I/518BYF8LHRL._AC_UY218_.jpg,4.2 out of 5 stars,"₹61,490"
301,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 83BF000UIN",https://m.media-amazon.com/images/I/61UjxQh+aYL._AC_UY218_.jpg,4.0 out of 5 stars,"₹74,990"
302,"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i5-13500H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/512GB SSD/Iris Xe/Win 11/Office 2021/75WHr/Blue/1.7 kg) S5504VA-MA541WS",https://m.media-amazon.com/images/I/71QakyeZmKL._AC_UY218_.jpg,3.9 out of 5 stars,"₹51,500"
303,"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU",https://m.media-amazon.com/images/I/71zzL2gyhML._AC_UY218_.jpg,3.9 out of 5 stars,"₹1,69,990"
304,"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz, Gaming Laptop (32GB RAM/2TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office 2021//Jaeger Gray/1.46 Kg), FA401WV-RG037WS",https://m.media-amazon.com/images/I/71pVO1U9oeL._AC_UY218_.jpg,No Rating,"₹78,020"
305,"ASUS Vivobook S 15 OLED, Intel Core i5-13500H 13th Gen, 15.6-inch 2.8K OLED 120Hz, Thin & Light Laptop (16GB/1TB SSD//Win11/Office 2021//Backlit/FingerPrint/75WHr/Cool Silver/1.7 Kg), S5504VA-MA553WS",https://m.media-amazon.com/images/I/7146GQBX1dL._AC_UY218_.jpg,3.9 out of 5 stars,"₹68,329"
306,"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003CIN",https://m.media-amazon.com/images/I/610Jhv2yExL._AC_UY218_.jpg,4.0 out of 5 stars,"₹49,990"
307,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, Thin and Light Laptop, 15.6"" (39.62 cms) FHD, (8GB RAM /512GB SSD/Intel Iris Xᵉ/Windows 11/Office 2021/Fingerprint/Blue/1.7 kg), X1504VA-NJ523WS",https://m.media-amazon.com/images/I/71KvwDPMIEL._AC_UY218_.jpg,3.5 out of 5 stars,"₹69,650"
