,titles,images,ratings,prices
78,"HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/FPR/MSO 2021/Natural Silver,14-dv2015TU",https://m.media-amazon.com/images/I/61LpL+cBZYL._AC_UY218_.jpg,4.1 out of 5 stars,"₹76,990"
79,"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch), Arctic Grey, 1 Year Service Center Carry in Warranty",https://m.media-amazon.com/images/I/41WLBmMlBiL._AC_UY218_.jpg,5.0 out of 5 stars,"₹36,850"
80,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/1TB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg), X1605VA-MB957WS",https://m.media-amazon.com/images/I/71Ci+dUeCCL._AC_UY218_.jpg,4.0 out of 5 stars,"₹89,990"
81,"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (16 GB RAM/512 GB SSD/Wifi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG",https://m.media-amazon.com/images/I/71Weq+h3A7L._AC_UY218_.jpg,No Rating,"₹29,990"
82,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/WiFi/Bluetooth 4.1/Webcam/Integrated HD Graphics)",https://m.media-amazon.com/images/I/614d+xJnFFL._AC_UY218_.jpg,4.1 out of 5 stars,"₹16,999"
83,"Lenovo V15 12th Gen Intel Core i7-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN",https://m.media-amazon.com/images/I/719+CaSnPxL._AC_UY218_.jpg,No Rating,"₹52,990"
84,"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)",https://m.media-amazon.com/images/I/51ndwE+d8OL._AC_UY218_.jpg,3.5 out of 5 stars,"₹14,689"
85,"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021",https://m.media-amazon.com/images/I/51yVm98oT5L._AC_UY218_.jpg,5.0 out of 5 stars,"₹31,990"
86,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD, (8 GB RAM/512GB SSD/Windows11/Office 2021/Backlit/42WHr/Silver/1.70 kg), X1502ZA-EJ524WS",https://m.media-amazon.com/images/I/71FtdqEC1BL._AC_UY218_.jpg,3.9 out of 5 stars,"₹47,990"
87,"Lenovo V15 12th Gen Intel Core i7-1235U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN",https://m.media-amazon.com/images/I/719+CaSnPxL._AC_UY218_.jpg,No Rating,"₹52,990"
88,"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 2050, GDDR6 4GB/Black/1.98Kg), A12UCX-265IN",https://m.media-amazon.com/images/I/61UQ4m-H+yL._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,990"
89,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg",https://m.media-amazon.com/images/I/51DM9EQmtOL._AC_UY218_.jpg,3.8 out of 5 stars,"₹40,990"
90,"HP Victus Gaming Laptop,Windows 11 Home,AMD Ryzen 5 5600H,4Gb RTX 3050 Gpu,15.6-Inch (39.6 Cm),Fhd,IPS,144Hz,16Gb Ddr4,512Gb Ssd,Backlit Kb,B&O,9Ms Response Time,Dual Speakers (Blue,2.37 Kg),Fb0106Ax",https://m.media-amazon.com/images/I/71Q+47iEdbL._AC_UY218_.jpg,4.3 out of 5 stars,"₹61,990"
91,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC + 256 GB MicroSD Card | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)",https://m.media-amazon.com/images/I/612GVuKmNyL._AC_UY218_.jpg,3.5 out of 5 stars,"₹20,475"
92,"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W",https://m.media-amazon.com/images/I/71l1MOx3Q+L._AC_UY218_.jpg,3.9 out of 5 stars,"₹50,990"
93,"Apple 2023 MacBook Pro (16-inch, M3 Max chip with 16‑core CPU and 40‑core GPU, 48GB Unified Memory, 1TB) - Space Black",https://m.media-amazon.com/images/I/618d5bS2lUL._AC_UY218_.jpg,3.6 out of 5 stars,"₹3,79,990"
94,"Dell [Smartchoice] Inspiron 5430 Thin & Light Laptop, 13th Gen Intel Core i7-1360P/16GB/1TB SSD/14.0"" (35.56cm) FHD+ WVA 250 nits/Backlit KB + FPR/Windows 11 + MSO'21/15 Month McAfee/Silver/1.59kg",https://m.media-amazon.com/images/I/61Z34t7SO5L._AC_UY218_.jpg,3.3 out of 5 stars,"₹80,990"
95,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU",https://m.media-amazon.com/images/I/61zutvTdVfL._AC_UY218_.jpg,4.1 out of 5 stars,"₹38,990"
96,"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 FHD Thin & Light Laptop (8 GB RAM| 32 GB eMMC Storage| 13.3"" (33.8 cm) FHD| Chrome OS| WiFi| Bluetooth| Webcam| Intel Graphics)",https://m.media-amazon.com/images/I/51yywe40RdL._AC_UY218_.jpg,3.2 out of 5 stars,"₹12,999"
97,"ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 2050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZF-RP258WS",https://m.media-amazon.com/images/I/71qH1ykbQSL._AC_UY218_.jpg,No Rating,"₹54,990"
98,"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN",https://m.media-amazon.com/images/I/71VG3azYMjL._AC_UY218_.jpg,4.6 out of 5 stars,"₹61,990"
99,"Dell Inspiron 7420 2in1 Touch Laptop,12th Gen Intel Core i3-1215U, 8GB/256GB SSD/14.0"" (35.56Cms) FHD+ WVA 250 nits/Backlit KB + FPR/Windows 11 + MSO'21/15 Month McAfee/Platinum Silver/1.57KG",https://m.media-amazon.com/images/I/51ZmQLDGVOL._AC_UY218_.jpg,4.1 out of 5 stars,"₹51,990"
100,"Acer Aspire 3 Intel Core i5-1235U Processor Laptop with 35.56 cm(14"") FHD LED-Backlit IPS Display (16GB RAM/1TB SSD/WiFi 6/Intel Graphics/Win11Home) A324-51, Backlit Keyboard, Steel Gray, 1.45KG",https://m.media-amazon.com/images/I/71sZZwsXCmL._AC_UY218_.jpg,No Rating,"₹39,990"
101,"Lenovo IdeaPad 1 Intel Core Celeron N4020 15"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/Office 2021/1Yr Warranty/Cloud Grey/1.3Kg), 82V700ECIN",https://m.media-amazon.com/images/I/71bDJ9wxxWL._AC_UY218_.jpg,3.9 out of 5 stars,"₹24,990"
102,"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-613IN",https://m.media-amazon.com/images/I/613l2kLVCRL._AC_UY218_.jpg,4.2 out of 5 stars,"₹30,990"
103,"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB, Thin & light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU",https://m.media-amazon.com/images/I/51uZN9fRqhL._AC_UY218_.jpg,3.6 out of 5 stars,"₹59,990"
104,"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop (Win11Home/12GB RAM/512GB SSD/Intel UHD Graphics) AL15-52H, 39.62cm (15.6"") FHD IPS Display, Backlit Keyboard, Pure Silver, 1.7KG",https://m.media-amazon.com/images/I/517m2WrmJxL._AC_UY218_.jpg,4.6 out of 5 stars,"₹41,990"
105,"Dell Alienware m18 R1 Gaming Laptop,Intel Core i9-13900HX/32GB/1TB SSD/NVIDIA RTX 4080 12GB GDDR6/18.0""(45.72cm) QHD 165Hz/Win 11+MSO'21/15 Month McAfee/Backlit KB per-Key AlienFX/Dark Metallic Moon",https://m.media-amazon.com/images/I/71BxDqP7L5L._AC_UY218_.jpg,2.2 out of 5 stars,"₹1,99,990"
106,"Infinix Y1 Plus Neo (2023) Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop (15.6 Inch, Blue, 1.76 Kg)",https://m.media-amazon.com/images/I/415yqdHZ5nL._AC_UY218_.jpg,5.0 out of 5 stars,"₹17,990"
107,"Dell 14 Thin & Light Laptop, AMD Ryzen R5-5500U/ 8GB DDR4 2400 MHz/ 512GB/ 14.0"" (35.56cm) FHD Display + Comfort View/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/ 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,4.0 out of 5 stars,"₹37,990"
108,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, Thin & Light Laptop, 14-inch (35.56 cm) FHD, (8GB RAM /512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK323WS",https://m.media-amazon.com/images/I/71r6EsjoLyL._AC_UY218_.jpg,4.0 out of 5 stars,"₹31,600"
109,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS",https://m.media-amazon.com/images/I/71Got5ZZBLL._AC_UY218_.jpg,3.9 out of 5 stars,"₹39,990"
110,"Dell [Smartchoice]15 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/ 8GB + 512GB SSD/Intel UHD Graphics/15""(38 cm)FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant KB/Black/1.48kg",https://m.media-amazon.com/images/I/51V2OoArdZL._AC_UY218_.jpg,3.8 out of 5 stars,"₹35,990"
111,"ASUS Vivobook 16, IntelCore i3-1215U 12th Gen, Thin and Light Laptop, 16-inch (40.64 cm) FHD+, (8 GB RAM/512GB SSD/Windows 11/Fingerprint/Black/1.88kg), X1605ZAB-MB322WS",https://m.media-amazon.com/images/I/71H0ts9zqqL._AC_UY218_.jpg,3.9 out of 5 stars,"₹35,990"
112,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen,Thin and Light Laptop,15.6"" (39.62 cm) FHD, (8GB RAM/512GB/Windows11/Office 2021/Blue/1.7 kg), X1502ZA-EJ523WS",https://m.media-amazon.com/images/I/712nnWmCgXL._AC_UY218_.jpg,3.9 out of 5 stars,"₹47,990"
113,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4 + 512GB SSD/Intel UHD Graphics/15 (38cm) FHD Display/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Spill-Resistant KB/1.69kg",https://m.media-amazon.com/images/I/81T5jRKDkvL._AC_UY218_.jpg,3.6 out of 5 stars,"₹52,990"
114,"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray",https://m.media-amazon.com/images/I/61aaFLxqFKL._AC_UY218_.jpg,4.0 out of 5 stars,"₹43,990"
115,"HP Laptop 15, AMD Ryzen 3 7320U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon graphics, FHD camera w/privacy shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), fc0026AU",https://m.media-amazon.com/images/I/61VL9wlq5AL._AC_UY218_.jpg,4.2 out of 5 stars,"₹34,990"
116,"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 3050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG",https://m.media-amazon.com/images/I/51ViDFxb0ZL._AC_UY218_.jpg,No Rating,"₹67,990"
117,"ZEBRONICS PRO Series Z NBC 4S, Intel Core 12th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Space Grey, 1.76 Kg",https://m.media-amazon.com/images/I/71BD9KuKlkL._AC_UY218_.jpg,3.5 out of 5 stars,"₹31,990"
118,"MSI Katana 15, Intel Core i7-13620H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-296IN",https://m.media-amazon.com/images/I/617m30IvETL._AC_UY218_.jpg,4.5 out of 5 stars,"₹94,990"
119,"Lenovo [Smart Choice Ideapad Gaming 3 Laptop AMD Ryzen 5 5500H 15.6"" (39.62Cm) Fhd IPS 300Nits 144Hz (8Gb/512Gb Ssd/Win11/Nvidia RTX 2050 4Gb/Alexa/3 Month Game Pass/Shadow Black/2.32Kg),82K20289In",https://m.media-amazon.com/images/I/81rSur88g3L._AC_UY218_.jpg,4.1 out of 5 stars,"₹47,990"
120,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 14"" (35.5cm) WUXGA-OLED 400Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/Office 21/FHD+IR Camera/Alexa/3 Mon GamePass/Grey/1.4Kg), 83DA003GIN",https://m.media-amazon.com/images/I/61Tw4Hm+BcL._AC_UY218_.jpg,4.6 out of 5 stars,"₹80,600"
121,"Dell 14 Thin & Light Laptop, AMD Ryzen R5-5500U/ 8GB DDR4 2400 MHz/ 512GB/ 14.0"" (35.56cm) FHD Display + Comfort View/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/ 1.48kg",https://m.media-amazon.com/images/I/71Eu1-dfTmL._AC_UY218_.jpg,4.0 out of 5 stars,"₹37,990"
122,"HONOR MagicBook X14 Pro 2024, 13th Gen Intel Core i5-13420H (8GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.4Kg), Gray",https://m.media-amazon.com/images/I/61wluutkEyL._AC_UY218_.jpg,4.2 out of 5 stars,"₹44,990"
123,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (8GB/512GB SSD/Win 11/Intel Arc A530M 4GB Graphics/100% sRGB/3 Month Game Pass/Grey/2.4Kg), 83FQ0009IN",https://m.media-amazon.com/images/I/81KkXUS6+6L._AC_UY218_.jpg,3.6 out of 5 stars,"₹49,990"
124,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS",https://m.media-amazon.com/images/I/71Epyeum9ML._AC_UY218_.jpg,3.9 out of 5 stars,"₹39,730"
125,"MSI Modern 15 H, Intel 13th Gen i9-13900H, 40CM Thin & Light Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Intel Xe Graphics/Classic Black/1.9Kg), C13M-079IN",https://m.media-amazon.com/images/I/711un6nt2ZL._AC_UY218_.jpg,4.0 out of 5 stars,"₹76,990"
126,"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.65 Kg), 82YU00W7IN",https://m.media-amazon.com/images/I/41yHIEqovQL._AC_UY218_.jpg,3.8 out of 5 stars,"₹28,890"
127,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",https://m.media-amazon.com/images/I/51KL3aOZ0tL._AC_UY218_.jpg,4.0 out of 5 stars,"₹31,599"
128,"HP Victus Gaming Laptop, AMD Ryzen 7 8845HS AI Powered, 6GB RTX 4050 GPU,15.6-inch (39.6 cm),FHD, IPS,144Hz,16GB DDR5,1TB SSD, 300 nits, Win 11,Backlit KB, DTS:X Ultra (MSO, Blue, 2.29 kg), fb2117AX",https://m.media-amazon.com/images/I/71Bl2rjsN8L._AC_UY218_.jpg,4.3 out of 5 stars,"₹94,990"
129,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN",https://m.media-amazon.com/images/I/516btukUorL._AC_UY218_.jpg,3.8 out of 5 stars,"₹22,340"
130,"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN",https://m.media-amazon.com/images/I/61ZxrrWZLtL._AC_UY218_.jpg,4.5 out of 5 stars,"₹1,07,791"
131,"Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 15.6inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Grey/1.63Kg), 82RK011GIN",https://m.media-amazon.com/images/I/81a3Ij-xXGL._AC_UY218_.jpg,3.8 out of 5 stars,"₹59,000"
132,"ASUS Vivobook 15 Thin and Light Laptop,Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, (16GB RAM/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS",https://m.media-amazon.com/images/I/712nnWmCgXL._AC_UY218_.jpg,3.9 out of 5 stars,"₹47,990"
133,"Lenovo ThinkBook 16 Intel 13th Gen Core i3 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Win 11 Home/Office 2021/Arctic Grey/1.7 Kg), 21KHA0J5IN",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,3.9 out of 5 stars,"₹38,990"
134,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",https://m.media-amazon.com/images/I/51+SoS8bWbL._AC_UY218_.jpg,4.0 out of 5 stars,"₹24,990"
135,"Dell 14 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB + 512GB SSD, 14.0"" (35.62cm) FHD AG 250 nits Display, Windows 11 + MSO'21 & 15 Month McAfee, Grey, Spill-Resistant Keyboard, 1.48kg",https://m.media-amazon.com/images/I/71tSrDl1TaL._AC_UY218_.jpg,3.6 out of 5 stars,"₹45,990"
136,"ASUS Vivobook 16, Intel®Core™ i3-1215U 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/FingerPrint/Black/1.88kg), X1605ZAB-MB342WS",https://m.media-amazon.com/images/I/71H0ts9zqqL._AC_UY218_.jpg,3.9 out of 5 stars,"₹39,990"
137,"HP [Windows 11 Home] 255 G8 Notebook, 15.6'' HD Display, AMD Athlon 3020e Processor, 8GB Memory, 256GB SSD, Wi-Fi, Bluetooth, Type-C Port, RJ-45 Port, Black",https://m.media-amazon.com/images/I/91tJ0jQJ+cL._AC_UY218_.jpg,3.7 out of 5 stars,"₹20,890"
138,"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB /Cosmos Gray/1.86Kg), B12UCX-1693IN",https://m.media-amazon.com/images/I/71W7yVCqsWL._AC_UY218_.jpg,4.1 out of 5 stars,"₹63,777"
139,"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i5-1335U Processor/16GB/1TB SSD/14.0"" (35.56CM) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11+MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59KG",https://m.media-amazon.com/images/I/61VCoROxDsL._AC_UY218_.jpg,4.0 out of 5 stars,"₹63,490"
140,"HP Laptop 15,13th Gen Intel® Core i3-1315U,15.6inch(39.6 cm),FHD,Anti-Glare,8GB DDR4,512GB SSD,Dual Speakers,Windows 11,MSO 2021,Natural Silver,1.59 kg,15-fd0186TU",https://m.media-amazon.com/images/I/61XuHHDqsML._AC_UY218_.jpg,3.9 out of 5 stars,"₹41,990"
141,"Lenovo AMD Thinkbook 16 G6 Ryzen 5 16"" Wuxga IPS Antiglare 300 Nits Thin and Light Laptop (16Gb Ram/512Gb Ssd/Windows 11 Home/Fpr/Arctic Grey/1 Year Onsite/1.7 Kg), 21Kka07Rin",https://m.media-amazon.com/images/I/41vLTR4AM9L._AC_UY218_.jpg,4.4 out of 5 stars,"₹42,990"
142,"CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Processor 15.6"" Laptop with 16GB DDR4 RAM and 512GB SSD, FHD Display, Backlit Keyboard, Windows 11, Gray, 3xUSB3.0,1xHDMI,SD Card Slot,3.5MM,Camera Switch",https://m.media-amazon.com/images/I/71x6aMjmL8L._AC_UY218_.jpg,3.9 out of 5 stars,"₹41,999"
143,"Dell Vostro 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg",https://m.media-amazon.com/images/I/71rrTTknouL._AC_UY218_.jpg,3.6 out of 5 stars,"₹54,790"
144,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN",https://m.media-amazon.com/images/I/81mgUtc9iKL._AC_UY218_.jpg,3.9 out of 5 stars,"₹53,730"
145,"(Renewed) Acer Chromebook 8th Gen Intel Core i5 13.5"" (34.3 cm) QHD Touchscreen 2-in-1 Laptop (8 GB RAM, 64GB Flash Storage + 32 GB MicroSD Card, Chrome OS, UHD Graphics, WiFi, BT, Webcam)",https://m.media-amazon.com/images/I/31kAq7hxpOL._AC_UY218_.jpg,3.9 out of 5 stars,"₹17,499"
146,"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.56cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Win11/MSO 21/FHD+IR Camera/1Yr ADP Free/3 Mon Game Pass/Grey/1.4Kg), 83D2001GIN",https://m.media-amazon.com/images/I/618ac7UaMrL._AC_UY218_.jpg,4.5 out of 5 stars,"₹1,09,990"
147,"HP Victus Gaming Laptop, 13th Gen Intel Core i5-13420H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.37 kg), fa1307TX",https://m.media-amazon.com/images/I/71WK0oHeKUL._AC_UY218_.jpg,3.0 out of 5 stars,"₹66,990"
148,HP ZBook Firefly 13th Gen Intel Core i7-1355U/ 16 Inch(40.6 cm)/ Diagonal WUXGA Display /32GB RAM/1 TB SSD/Intel Iris® Xᵉ Graphics/Win 11 Pro/Backlit KB/ G10 Workstation PC (8L130PA),https://m.media-amazon.com/images/I/51gy98QeUmL._AC_UY218_.jpg,No Rating,"₹1,62,999"
149,"Dell Inspiron 3520 Laptop, Intel Core i5-1235U Processor, 16GB,512GB,15.6"" (39.62cm) FHD Display, Backlit Keyboard, Win 11 + MSO'21,15 Month McAfee, Silver, Thin & Light-1.65kg",https://m.media-amazon.com/images/I/61LKYyGTn7L._AC_UY218_.jpg,3.7 out of 5 stars,"₹50,400"
150,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VWIN",https://m.media-amazon.com/images/I/81+SKGgJ9yL._AC_UY218_.jpg,4.1 out of 5 stars,"₹34,200"
151,"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11 SL/Iron Grey/1.65 Kg), Grey",https://m.media-amazon.com/images/I/41U0mEisocL._AC_UY218_.jpg,No Rating,"₹39,990"
152,"Acer Aspire Lite 12th Gen Intel Core i5-12450H Thin and Light Laptop(Win11Home/16GB RAM/512GB SSD/Intel UHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display, Backlit Keyboard, Pure Silver, 1.7KG",https://m.media-amazon.com/images/I/517m2WrmJxL._AC_UY218_.jpg,4.6 out of 5 stars,"₹41,990"
153,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG",https://m.media-amazon.com/images/I/617rprfdhRL._AC_UY218_.jpg,3.8 out of 5 stars,"₹37,990"
154,"Lenovo S14 Intel Core I5 12th Gen 14"" (35.56 cm) FHD IPS (1920x1080) Antiglare 300Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Pro/Backlit/Cloud Grey/1.5 kg/3Y Premium Care), 82TW001DIH",https://m.media-amazon.com/images/I/61RYoF94M5L._AC_UY218_.jpg,3.3 out of 5 stars,"₹48,490"
